pk,sk,assigned_cohort,fee,status_code,status,accept_reject_date,amount_to_be_paid,transaction_id,payment_status,i_agree_to_terms_and_conditions_of_global_shala,modified_at,apply_date,accept_reject_reason,category,not_started_date,cohort_p2,cohort_p1,team_name,team_code,application_id,i_have_read_and_agreed_to_the_terms_and_conditions,send_for_approval_mechanism_t_c,i_understand_that_i_will_have_to_commit_at_least56_hours_each_w,why_do_you_want_to_apply_for_this_internship,created_at,created_month,created_quarter,external_reference_url,work_item_sk,i_understand_that_this_is_the_first_step_towards_my_application,how_did_you_hear_about_this_opportunity,can_you_share_an_experience_where_you_proactively_pursued_learn,dropped_out_date,appear_in_wishlist
Learner#214f8fe1-931e-4da8-b485-1a5633833368,Learner#0000000010EZVAKF23FTK2TNM8,BRT9B4L,,1070,Team Allocated,7/31/2023,$0.00,pi_3NawVLHbktQoRPOz1NtmlkYb,paid,,8/3/2023,7/31/2023,f,,,,BRT9B4L,,,45656,TRUE,,,,12/10/2025,December,Q4,,,,,,,
Learner#,Learner#0000000010F05K20E517RQ6H88,,$0.00,,,,,,,,6/10/2023,,,Event,,,,,,,,,,,3/1/2024,March,Q1,,,,,,,
Learner#6c82039f-8065-4837-b0b1-f69d517ec18b,Learner#0000000010F05K20E517RQ6H88,BTO5S5L,,1110,Withdraw,#VALUE!,$0.00,,unpaid,TRUE,1/1/1970,2/13/2023,okk,,,,BTO5S5L,,,,,,,,4/27/2024,April,Q2,,,,,,,
Learner#c7a87a8b-4120-4181-8fc3-ac39fb0e090a,Learner#0000000010F05K20E517RQ6H88,BTO5S5L,,1070,Team Allocated,#VALUE!,$0.00,,unpaid,TRUE,3/1/2023,3/1/2023,This is an auto approved opportunity,,,,BTO5S5L,,,,,,,,11/22/2024,November,Q4,,,,,,,
Learner#838ff3db-f3de-4ae4-9c06-29632039ad2c,Learner#0000000010F05K20E517RQ6H88,,,1010,Applied,,$0.00,,unpaid,TRUE,2/23/2023,2/23/2023,,,,,BTO5S5L,,,,,,,,6/30/2025,June,Q2,,,,,,,
Learner#b20d1870-25e8-4b99-b783-58a358cbba74,Learner#0000000010F05K20E517RQ6H88,,,1010,Applied,,$0.00,,unpaid,TRUE,1/1/1970,2/15/2023,,,,,BTO5S5L,,,,,,,,10/27/2025,October,Q4,,,,,,,
Learner#1e2deae8-ba02-4fd6-a4dd-02746e433985,Learner#0000000010F05K20E517RQ6H88,,,1010,Applied,,$0.00,,unpaid,TRUE,1/1/1970,2/21/2023,,,,,BTO5S5L,,,,,,,,11/10/2025,November,Q4,,,,,,,
Learner#7d3a9e43-8b49-497e-b92f-c74a378f8067,Learner#0000000010F05K20E517RQ6H88,,,1010,Applied,,$0.00,,unpaid,TRUE,1/1/1970,2/22/2023,,,,,BTO5S5L,,,,,,,,1/7/2026,January,Q1,,,,,,,
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#0000000010F05K20E517RQ6H88,,,1050,Dropped,,$0.00,,unpaid,TRUE,2/22/2023,2/22/2023,,,,,BTO5S5L,,,,,,,,3/27/2026,March,Q1,,,,,,2/22/2023,
Learner#,Learner#0000000010F0M4WK0K4RK5CV1Z,,$0.00,,,,,,,,7/5/2023,,,Internship,,,,,,,,,,,9/12/2024,September,Q3,,,,,,,
Learner#33069707-3ffc-47bb-bde1-b28336e41748,Learner#0000000010F0MPFP2SCPY9W2PM,BTTWC1H,,1055,Not Started,6/5/2023,$10.00,pi_3NFcc6HbktQoRPOz0npcyZ5L,paid,TRUE,6/5/2023,6/5/2023,This is an auto approved opportunity,,6/5/2023,,BTTWC1H,,,,,,,,8/28/2023,August,Q3,,,,,,,
Learner#3cacb4d5-6e17-48b2-b7a1-09b91462bc6f,Learner#0000000010F0MPFP2SCPY9W2PM,,,1110,Withdraw,5/11/2023,$10.00,,unpaid,TRUE,10/27/2023,5/11/2023,This is an auto approved opportunity,,,,BTTWC1H,,,,,,,,10/11/2023,October,Q4,,,,,,,
Learner#,Learner#0000000010F0MPFP2SCPY9W2PM,,$10.00,,,,,,,,6/10/2023,,,Event,,,,,,,,,,,6/20/2024,June,Q2,,,,,,,
Learner#09f8a324-2db8-4fed-b6c9-fa1e19f1d69e,Learner#0000000010F0MPFP2SCPY9W2PM,,,1020,Accepted,5/9/2023,$10.00,,unpaid,TRUE,5/9/2023,5/9/2023,This is an auto approved opportunity,,,,BTTWC1H,,,,,,,,9/11/2024,September,Q3,,,,,,,
Learner#bcf379a1-057a-48a8-bce3-0eedba462ea1,Learner#0000000010F0MPFP2SCPY9W2PM,BTTWC1H,,1055,Not Started,6/5/2023,$10.00,pi_3NFcTpHbktQoRPOz10ddte8z,paid,TRUE,6/5/2023,6/5/2023,This is an auto approved opportunity,,6/5/2023,,BTTWC1H,,,,,,,,9/9/2025,September,Q3,,,,,,,
Learner#5ec2cbfe-58ee-4eb1-9ebc-e4e79ff5c947,Learner#0000000010F0MPFP2SCPY9W2PM,BTTWC1H,,1070,Team Allocated,6/5/2023,$10.00,pi_3NFcWvHbktQoRPOz1zn44a1J,paid,TRUE,6/5/2023,6/5/2023,This is an auto approved opportunity,,,,BTTWC1H,,,,,,,,10/16/2025,October,Q4,,,,,,,
Learner#5b103f6b-b175-46e1-b148-0683da9aff14,Learner#0000000010F0MPFP2SCPY9W2PM,BTTWC1H,,1055,Not Started,6/5/2023,$10.00,pi_3NFcFqHbktQoRPOz034K2y9v,paid,TRUE,6/5/2023,6/5/2023,This is an auto approved opportunity,,6/5/2023,,BTTWC1H,,,,,,,,1/23/2026,January,Q1,,,,,,,
Learner#39d44a43-5dd4-4ffe-9b57-83541cb11b7a,Learner#0000000010F0RFD57CZ2KTJ6BB,BUWY1XZ,,1120,Rewards,9/12/2025,$0.00,,unpaid,,10/7/2025,9/12/2025,Candidate meets all requirements,,,BCKIIRP,BUWY1XZ,,,,TRUE,,,InternshipInternship,3/2/2024,March,Q1,,WorkItem#0000000010610K2E7X7K14Z2YK,,,,,
Learner#8832ae21-4b6d-4e43-8f2c-e4629de4b72d,Learner#0000000010F0RFD57CZ2KTJ6BB,,,1030,Rejected,9/12/2025,$0.00,,unpaid,,9/12/2025,9/10/2025,Irrelevant answers that donâ€™t address the question,,,BUWY1XZ,BCKIIRP,,,,TRUE,,,dasdad,4/15/2024,April,Q2,,WorkItem#0000000010SFBX2BTK7KHJX5TX,,,,,
Learner#,Learner#0000000010F0RFD57CZ2KTJ6BB,,$0.00,,,,,,,,9/9/2025,,,Internship,,,,,,,,,,,5/8/2024,May,Q2,,WorkItem#00000000104DZG8XVP6BKQ94RP,,,,,"""question'"":'""Additional Notes'"""
Learner#34d80a6f-66bd-4e88-a484-5bdc7cf8779b,Learner#0000000010F0RFD57CZ2KTJ6BB,BUWY1XZ,,1120,Rewards,9/9/2025,$0.00,,unpaid,,10/7/2025,9/9/2025,Candidate meets all requirements,,,BUWY1XZ,BCKIIRP,,,,TRUE,,,test,8/10/2024,August,Q3,https://www.google.com/,WorkItem#0000000010MPNAMP1P8VE8V27G,,,,,
Learner#6f39a383-aa51-4642-8995-61e49649f6d8,Learner#0000000010F0RFD57CZ2KTJ6BB,,,1010,Applied,,$0.00,,unpaid,,9/10/2025,9/10/2025,,,,BCKIIRP,BUWY1XZ,,,,TRUE,,,sadad,1/14/2026,January,Q1,,WorkItem#0000000010JCDFQQE2WGKK7JAD,,,,,
Learner#,Learner#0000000010F0Z3TH7D2H3AEK49,,$0.00,,,,,,,,1/13/2026,,,Internship,,,,,,,,,,,9/26/2024,September,Q3,,WorkItem#00000000108N01SJB2WEK5BDK4,,,,,"{'""serial_number'"":'""1'"""
Learner#182b00e9-b690-48b9-885e-d083d6cc03e9,Learner#0000000010F0Z3TH7D2H3AEK49,BCDMWJT,,1070,Team Allocated,1/13/2026,$0.00,,unpaid,,1/13/2026,1/13/2026,Strong application,,,,BCDMWJT,,,,TRUE,,,avdv,11/25/2025,November,Q4,,WorkItem#0000000010671T9RHZ89MHD2Q7,,,,,
Learner#6c82039f-8065-4837-b0b1-f69d517ec18b,Learner#0000000010F104XQ223WNWSKHR,BWV1TIO,,1120,Rewards,#VALUE!,$0.00,,unpaid,,3/1/2023,3/1/2023,aso,,,,BWV1TIO,,,FSDGG,TRUE,,,,4/3/2023,April,Q2,,,,,,,
Learner#1e2deae8-ba02-4fd6-a4dd-02746e433985,Learner#0000000010F104XQ223WNWSKHR,,,1010,Applied,,$0.00,,unpaid,,3/2/2023,3/2/2023,,,,,BWV1TIO,,,,TRUE,,,,,,,,,,,,,
Learner#,Learner#0000000010F104XQ223WNWSKHR,,$0.00,,,,,,,,6/10/2023,,,Competition,,,,,,,,,,,8/22/2023,August,Q3,,,,,,,"""ref_properties'"":'""{\'""relation_id\'"":\'""UKNHFM\'""}'""}"""
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#0000000010F104XQ223WNWSKHR,BWV1TIO,,1120,Rewards,#VALUE!,$0.00,,unpaid,,3/2/2023,3/2/2023,Accept,,,,BWV1TIO,,,,TRUE,,,,10/5/2023,October,Q4,,,,,,,
Learner#b20d1870-25e8-4b99-b783-58a358cbba74,Learner#0000000010F104XQ223WNWSKHR,BWV1TIO,,1070,Team Allocated,#VALUE!,$0.00,,unpaid,,3/1/2023,3/1/2023,good,,,,BWV1TIO,,,FSDGFG,TRUE,,,,6/23/2025,June,Q2,,,,,,,
Learner#31226377-4c97-4d6c-8b67-126601474c0c,Learner#0000000010F12P4SPK2JW1YTCC,BUQ0PYF,,1080,Started,6/14/2023,$0.00,,unpaid,TRUE,6/14/2023,6/14/2023,Accepted by automation,,,,BUQ0PYF,,,,,,,,10/11/2023,October,Q4,,,,,,,
Learner#,Learner#0000000010F12P4SPK2JW1YTCC,,$0.00,,,,,,,,6/14/2023,,,Course,,,,,,,,,,,7/25/2024,July,Q3,,,,,,,
Learner#214f8fe1-931e-4da8-b485-1a5633833368,Learner#0000000010F12P4SPK2JW1YTCC,BUQ0PYF,,1120,Rewards,6/29/2023,$0.00,,unpaid,TRUE,6/29/2023,6/29/2023,bcb,,,,BUQ0PYF,,,,,,,,11/25/2025,November,Q4,,,,,,,
Learner#,Learner#0000000010F1EG6EA580BE8HNN,,$1.00,,,,,,,,3/13/2025,,,Competition,,,,,,,,,,,10/24/2023,October,Q4,,WorkItem#00000000106AZEYR4JYPNATM4J,,,,,"""is_frozen'"":'""false'"""
Learner#13c5db90-b9df-4192-a33c-23c23b416481,Learner#0000000010F1EG6EA580BE8HNN,,,1020,Accepted,4/16/2025,$1.00,,unpaid,,4/16/2025,4/16/2025,This is an auto approved opportunity,,,,BJ4RCCM,,,For Learning Purpose,TRUE,,,,10/29/2025,October,Q4,,WorkItem#0000000010HDW4WF9YF1C0BRT8,,,,,
Learner#09f8a324-2db8-4fed-b6c9-fa1e19f1d69e,Learner#0000000010F212H9385N541FDS,B1LEWYV,,1070,Team Allocated,6/3/2023,$0.00,,unpaid,,6/3/2023,6/3/2023,Accepted by automation,,,,B1LEWYV,,,,TRUE,,,Applying from cypress automation testing.,4/4/2023,April,Q2,,,,,,,
Learner#,Learner#0000000010F212H9385N541FDS,,$0.00,,,,,,,,6/10/2023,,,Internship,,,,,,,,,,,7/9/2024,July,Q3,,,,,,,
Learner#,Learner#0000000010F24840EEZVYE89S0,,$0.00,,,,,,,,3/31/2025,,,Internship,,,,,,,,,,,7/22/2024,July,Q3,,WorkItem#0000000010MEXHMZTX5YXVQFTM,,,,,
Learner#,Learner#0000000010F25ETE51FWGF9RS8,,$0.00,,,,,,,,11/25/2025,,,Internship,,,,,,,,,,,7/7/2023,July,Q3,,WorkItem#0000000010JZRDXK8V6XSF3JN5,,,,,"{'""serial_number'"":'""1'"""
Learner#39d44a43-5dd4-4ffe-9b57-83541cb11b7a,Learner#0000000010F25ETE51FWGF9RS8,,,1040,Waitlisted,12/5/2025,$0.00,,unpaid,,12/5/2025,12/5/2025,This is an auto approved opportunity,,,,B5WRM43,,,,TRUE,,,avc,3/19/2024,March,Q1,,WorkItem#00000000105EWVD40MT1YB4GC6,,,,,
Learner#13c5db90-b9df-4192-a33c-23c23b416481,Learner#0000000010F25ETE51FWGF9RS8,B5WRM43,,1070,Team Allocated,11/25/2025,$0.00,,unpaid,,11/25/2025,11/25/2025,This is an auto approved opportunity,,,,B5WRM43,,,,TRUE,,,2345,6/30/2024,June,Q2,,WorkItem#00000000105WQR1EYBAAE3WSS7,,,,,
Learner#d40e8693-9977-4fc6-b3f1-dca1028a024f,Learner#0000000010F25ETE51FWGF9RS8,B5WRM43,,1070,Team Allocated,11/25/2025,$0.00,,unpaid,,11/25/2025,11/25/2025,Candidate meets all requirements,,,,B5WRM43,,,,TRUE,,,5457454,4/17/2025,April,Q2,,WorkItem#0000000010C8RSSSAVREP3CV1F,,,,,
Learner#5abc674e-6d49-478b-8800-fbe7c3eb894c,Learner#0000000010F25ETE51FWGF9RS8,B5WRM43,,1070,Team Allocated,11/25/2025,$0.00,,unpaid,,11/25/2025,11/25/2025,Candidate meets all requirements,,,,B5WRM43,,,,TRUE,,,12345,9/4/2025,September,Q3,,WorkItem#0000000010904PZ17W92SVWMM4,,,,,
Learner#03db4b84-a7e6-4ea9-951b-ac34ca7ae258,Learner#0000000010F25ETE51FWGF9RS8,,,1040,Waitlisted,11/28/2025,$0.00,,unpaid,,11/28/2025,11/28/2025,This is an auto approved opportunity,,,,B5WRM43,,,,TRUE,,,12345678,2/26/2026,February,Q1,,WorkItem#0000000010DKK8NFWT0EQJJ4YZ,,,,,
Learner#,Learner#0000000010F25SR8HFRNC360KR,,$0.00,,,,,,,,5/1/2024,,,Career,,,,,,,,,,,3/2/2023,March,Q1,,WorkItem#00000000103SX54MXVS4MZJ732,,,,,"""question'"":'""Additional Notes'"""
Learner#998a6f6b-cc30-411b-9d2d-d2f50958be23,Learner#0000000010F25SR8HFRNC360KR,BH2BJTL,,1070,Team Allocated,5/1/2024,$0.00,,unpaid,TRUE,5/1/2024,5/1/2024,This is an auto approved opportunity,,,,BH2BJTL,,,,,,,,7/23/2025,July,Q3,,WorkItem#0000000010DYVZFG974DD07X71,,,,,
Learner#f9f52ded-a970-4700-830a-c13df19749e6,Learner#0000000010F2PYCTHPTCKMV0FB,B8YQ9LF,,1070,Team Allocated,9/25/2024,$0.00,,unpaid,TRUE,9/25/2024,9/25/2024,Accepted by automation,,,,B8YQ9LF,,,,,,,,6/16/2023,June,Q2,,WorkItem#0000000010ANZ7JY06TA37B6SH,,,,,
Learner#,Learner#0000000010F2PYCTHPTCKMV0FB,,$0.00,,,,,,,,9/25/2024,,,Event,,,,,,,,,,,7/14/2025,July,Q3,,WorkItem#00000000106NSQW51JFR795ZD6,,,,,"""is_required_for_badge_award'"":'""false'"""
Learner#44e622dc-ad15-42e2-b511-1baeb9c340e1,Learner#0000000010F30JZPSAJS069SSE,BCV4TNC,,1070,Team Allocated,6/23/2023,$0.00,,unpaid,,6/23/2023,6/23/2023,Accepted by automation,,,,BCV4TNC,,,,TRUE,,,,4/4/2023,April,Q2,,,,,,,
Learner#,Learner#0000000010F30JZPSAJS069SSE,,$0.00,,,,,,,,6/23/2023,,,Competition,,,,,,,,,,,4/15/2026,April,Q2,,,,,,,
Learner#8d4c12bb-211d-459f-8b2d-653095f9b529,Learner#0000000010F35XDCKA10EBZSTX,BN6TW7R,,1120,Rewards,4/27/2024,$1.00,,paid,TRUE,4/27/2024,4/27/2024,accept,,,,BN6TW7R,,,,,,,,5/1/2024,May,Q2,,WorkItem#0000000010SC6825S8564FRY65,,,,,
Learner#,Learner#0000000010F35XDCKA10EBZSTX,,$1.00,,,,,,,,4/27/2024,,,Course,,,,,,,,,,,,,,,WorkItem#000000001081A3WX630XR41TX6,,,,,"""question'"":'""Question1'"""
Learner#,Learner#0000000010F38DYBA68X8Z7N9Z,,$0.00,,,,,,,,6/18/2025,,,Event,,,,,,,,,,,,,,,WorkItem#00000000108VBG5BTD8K8NW37Z,,,,,
Learner#,Learner#0000000010F3M4CCEB22SQ612Z,,$0.00,,,,,,,,11/3/2023,,,Course,,,,,,,,,,,7/23/2024,July,Q3,,,,,,,"{'""is_required_for_badge_award'"":'""false'"""
Learner#31226377-4c97-4d6c-8b67-126601474c0c,Learner#0000000010F3M4CCEB22SQ612Z,BYXWM46,,1070,Team Allocated,11/3/2023,$0.00,,unpaid,TRUE,11/3/2023,11/3/2023,Accepted by automation,,,,BYXWM46,,,,,,,,9/15/2025,September,Q3,,,,,,,
Learner#998a6f6b-cc30-411b-9d2d-d2f50958be23,Learner#0000000010F3RXCX3ZENP0V2ZJ,BG1NJMF,,1070,Team Allocated,8/9/2024,$0.00,,unpaid,TRUE,8/9/2024,8/9/2024,asdfghjk,,,,BG1NJMF,,,,,,,,10/11/2024,October,Q4,,WorkItem#0000000010H2RDKXM4VYC3J890,,,,,
Learner#,Learner#0000000010F3RXCX3ZENP0V2ZJ,,$0.00,,,,,,,,8/9/2024,,,Career,,,,,,,,,,,12/17/2025,December,Q4,,WorkItem#00000000103E2YPEBG9P65R13Q,,,,,"""question'"":'""Question2'"""
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#0000000010F3VKPGBGTZB9A8F6,,,1020,Accepted,8/7/2024,$1.00,,unpaid,,8/7/2024,8/7/2024,Accepted by automation,,,,BUDSRJ9,,,111111,TRUE,,,,12/14/2023,December,Q4,,WorkItem#0000000010AFYKM1162NW3CYRW,,,,,
Learner#,Learner#0000000010F3VKPGBGTZB9A8F6,,$1.00,,,,,,,,8/7/2024,,,Competition,,,,,,,,,,,2/28/2024,February,Q1,,WorkItem#0000000010VF75S47PCEV298MR,,,,,"""is_frozen'"":'""false'"""
Learner#,Learner#0000000010F3W5YQZ23XFHY2BE,,$0.00,,,,,,,,9/30/2024,,,Internship,,,,,,,,,,,9/5/2025,September,Q3,,WorkItem#000000001066NA791X8W5VE0RD,,,,,"{'""serial_number'"":'""0'"""
Learner#,Learner#0000000010F3Z687WRA4BEGPQV,,$0.00,,,,,,,,10/24/2023,,,Competition,,,,,,,,,,,6/29/2023,June,Q2,,,,,,,"""created_at'"":'""1698149509450'"""
Learner#2f958f15-8e19-44e1-b54b-acd6ed6f0118,Learner#0000000010F3Z687WRA4BEGPQV,,,1010,Applied,,$0.00,,unpaid,,10/24/2023,10/24/2023,,,,,B4JY9CZ,skhfkd,TWFNPCI,Testing,TRUE,manual,,,8/7/2023,August,Q3,,,,,,,
Learner#214f8fe1-931e-4da8-b485-1a5633833368,Learner#0000000010F3Z687WRA4BEGPQV,,,1010,Applied,,$0.00,,unpaid,,9/26/2023,9/26/2023,,,,,B4JY9CZ,Team Compete 1695739507390,TIAA7EZ,111111,TRUE,automatic,,,2/9/2026,February,Q1,,,,,,,
Learner#461f0af8-6132-42c4-adb0-73c6899e0d3a,Learner#0000000010F3Z687WRA4BEGPQV,,,1010,Applied,,$0.00,,unpaid,,9/26/2023,9/26/2023,,,,,B4JY9CZ,Team Compete 1695739507390,TIAA7EZ,111111,TRUE,automatic,,,4/21/2026,April,Q2,,,,,,,
Learner#,Learner#0000000010F4P8JKJHA6CZN9SH,,$0.00,,,,,,,,5/29/2024,,,JobSimulation,,,,,,,,,,,6/27/2023,June,Q2,,WorkItem#00000000106QCY43XG3FJ5Z7NB,,,,,FALSE
Learner#35596f45-67d4-4d3b-befe-741ba15f942a,Learner#0000000010F4P8JKJHA6CZN9SH,B3PWQA4,,1120,Rewards,5/15/2024,$0.00,,unpaid,,5/29/2024,5/15/2024,asdfa,,,,B3PWQA4,,,,TRUE,,,asdfasdf,8/9/2023,August,Q3,http://localhost:4200/projects/external?category=JobSimulation&isFilterByEligibility=0,WorkItem#00000000104RA3MB835SE80R4Y,,,,,
Learner#,Learner#0000000010F4T8ATDHAPTD29EY,,$0.00,,,,,,,,5/3/2024,,,Career,,,,,,,,,,,9/28/2024,September,Q3,,WorkItem#00000000108WDTS67V3E63R5DT,,,,,
Learner#,Learner#0000000010F576HK140EXW721E,,$0.00,,,,,,,,4/25/2024,,,Career,,,,,,,,,,,8/7/2023,August,Q3,,WorkItem#0000000010TMX6Q7W7C1S1RKAX,,,,,"""question'"":'""Additional Notes'"""
Learner#6f39a383-aa51-4642-8995-61e49649f6d8,Learner#0000000010F5C4V3F6ZDAQWJXA,,,1010,Applied,,$0.00,,unpaid,,10/8/2025,10/8/2025,,,,,BSXF704,,,,TRUE,,,sadasd,10/4/2023,October,Q4,,WorkItem#0000000010M5DACEBGNN22STQX,,,,,
Learner#,Learner#0000000010F5C4V3F6ZDAQWJXA,,$0.00,,,,,,,,10/8/2025,,,Internship,,,,,,,,,,,,,,,WorkItem#000000001031XDTWWEWT20GR5V,,,,,"{'""sk'"":'""Badge#0000000010BZY09QYNYGG9CRW1'"""
Learner#5abc674e-6d49-478b-8800-fbe7c3eb894c,Learner#0000000010F5C4V3F6ZDAQWJXA,,,1010,Applied,,$0.00,,unpaid,,10/16/2025,10/16/2025,,,,,BSXF704,,,,TRUE,,,Test123,7/27/2024,July,Q3,http://localhost:4200/external/knowMore/Career/AVXXJUF?opportunityName=Opportunity%20name%20Career,WorkItem#0000000010GNC6NG2VHJ0JP6N4,,,,,
Learner#,Learner#0000000010F5PVRCGWFRVPQ35E,,$50.00,,,,,,,,6/10/2023,,,Internship,,,,,,,,,,,8/30/2023,August,Q3,,,,,,,
Learner#,Learner#0000000010F5ZVMHFTRGBZXCV4,,$0.00,,,,,,,,7/7/2023,,,Internship,,,,,,,,,,,10/10/2025,October,Q4,,,,,,,
Learner#5b103f6b-b175-46e1-b148-0683da9aff14,Learner#0000000010F643YR73CS13K6WT,BQK7QCX,,1120,Rewards,6/17/2023,$0.00,,unpaid,TRUE,6/17/2023,6/17/2023,Accepted by automation,,,,BQK7QCX,,,,,,,,5/5/2023,May,Q2,,,,,,,
Learner#2cb85733-c65d-4861-b22f-c4a9fbbae1f6,Learner#0000000010F643YR73CS13K6WT,BQK7QCX,,1120,Rewards,6/17/2023,$0.00,,unpaid,TRUE,6/17/2023,6/17/2023,Accepted by automation,,,,BQK7QCX,,,,,,,,7/25/2023,July,Q3,,,,,,,
Learner#,Learner#0000000010F643YR73CS13K6WT,,$0.00,,,,,,,,6/17/2023,,,Course,,,,,,,,,,,8/23/2023,August,Q3,,,,,,,
Learner#5e82a7ce-8787-4179-a9ee-a9a1b0509c42,Learner#0000000010F643YR73CS13K6WT,BQK7QCX,,1080,Started,6/17/2023,$0.00,,unpaid,TRUE,6/17/2023,6/17/2023,Accepted by automation,,,,BQK7QCX,,,,,,,,8/24/2023,August,Q3,,,,,,,
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#0000000010F643YR73CS13K6WT,BQK7QCX,,1120,Rewards,6/17/2023,$0.00,,unpaid,TRUE,6/17/2023,6/17/2023,Accepted by automation,,,,BQK7QCX,,,,,,,,4/17/2024,April,Q2,,,,,,,
Learner#cb923b01-0598-4320-bf46-ed0989e1b707,Learner#0000000010F643YR73CS13K6WT,BQK7QCX,,1080,Started,6/17/2023,$0.00,,unpaid,TRUE,6/17/2023,6/17/2023,Accepted by automation,,,,BQK7QCX,,,,,,,,9/5/2024,September,Q3,,,,,,,
Learner#,Learner#0000000010F6PG47HKQKVMGFK5,,$3.00,,,,,,,,2/10/2025,,,Internship,,,,,,,,,,,12/23/2024,December,Q4,,,,,,,"""ref_properties'"":'""{\'""relation_id\'"":\'""6PAHA4\'""}'""}"
Learner#,Learner#0000000010F6ZE25HVV8R038C8,,$0.00,,,,,,,,11/14/2025,,,Internship,,,,,,,,,,,1/15/2025,January,Q1,,WorkItem#0000000010GMEG4PBVRFQHZM8Z,,,,,"{'""serial_number'"":'""1'"""
Learner#,Learner#0000000010F7163NV8QDH1HQSD,,$0.00,,,,,,,,6/10/2023,,,Internship,,,,,,,,,,,3/2/2023,March,Q1,,,,,,,
Learner#d8dc4a5e-05cc-4bbe-9265-91e9243d8cca,Learner#0000000010F7163NV8QDH1HQSD,BYTH3IU,,1120,Rewards,6/9/2023,$0.00,,unpaid,,6/9/2023,6/9/2023,dfgdg,,,,BYTH3IU,,,,TRUE,,,For Experience,3/9/2023,March,Q1,,,,,,,
Learner#4403d41c-3c00-4c9d-9de6-77af44279a79,Learner#0000000010F7163NV8QDH1HQSD,,,1010,Applied,,$0.00,,unpaid,,7/2/2023,7/2/2023,,,,,BYTH3IU,,,,TRUE,,,lgtm,8/17/2023,August,Q3,,,,,,,
Learner#7d07b911-77b1-422f-bdff-18f1ba6d0206,Learner#0000000010F7163NV8QDH1HQSD,BYTH3IU,,1070,Team Allocated,6/7/2023,$0.00,,unpaid,,6/7/2023,6/7/2023,Accepted by automation,,,,BYTH3IU,,,,TRUE,,,Applying from cypress automation testing.,8/9/2024,August,Q3,,,,,,,
Learner#,Learner#0000000010F71WPZDDAVRQWYZC,,$0.00,,,,,,,,4/22/2025,,,Course,,,,,,,,,,,8/24/2023,August,Q3,,WorkItem#00000000105TEEZK1MZ1R6Y3S2,,,,,
Learner#,Learner#0000000010F740KKAEZCW45CJZ,,$0.00,,,,,,,,6/13/2024,,,Internship,,,,,,,,,,,,,,,,,,,,FALSE
Learner#7fedbaf8-9745-4760-be43-13a7a4c31edb,Learner#0000000010F7MGB7384E5CDWDH,BKK454C,,1120,Rewards,11/1/2023,$0.00,,unpaid,TRUE,11/1/2023,11/1/2023,Accepted by automation,,,,BKK454C,,,,,,,,7/27/2023,July,Q3,,,,,,,
Learner#,Learner#0000000010F7MGB7384E5CDWDH,,$0.00,,,,,,,,7/8/2024,,,Course,,,,,,,,,,,,,,,,,,,,"""question'"":'""Question1'"""
Learner#,Learner#0000000010F81M4JQ8FJNWHM81,,$0.00,,,,,,,,2/28/2024,,,Career,,,,,,,,,,,11/18/2023,November,Q4,,WorkItem#000000001020ZEWGXADBE20GW9,,,,,"""question'"":'""Additional Notes'"""
Learner#,Learner#0000000010F82X9T5KMQV8P6BY,,$0.00,,,,,,,,10/30/2024,,,Competition,,,,,,,,,,,6/13/2023,June,Q2,,WorkItem#0000000010VS4XWT1458GWFT3X,,,,,"""is_frozen'"":'""false'"""
Learner#c4b7e8ad-5ce9-47ce-a9ec-ee9fca932934,Learner#0000000010F82X9T5KMQV8P6BY,,,1010,Applied,,$0.00,,unpaid,,12/6/2024,12/6/2024,,,,,BRUQJ4A,,,sefeqf,TRUE,,,,,,,,,,,,,
Learner#44e622dc-ad15-42e2-b511-1baeb9c340e1,Learner#0000000010F84XTEEFXK5SGFTA,BYQDAJI,,1070,Team Allocated,8/29/2023,$0.00,,unpaid,TRUE,8/29/2023,8/29/2023,Accepted by automation,,,,BYQDAJI,,,,,,,,3/5/2024,March,Q1,,,,,,,
Learner#,Learner#0000000010F84XTEEFXK5SGFTA,,$0.00,,,,,,,,8/29/2023,,,Course,,,,,,,,,,,9/22/2025,September,Q3,,,,,,,"""is_frozen'"":'""false'"""
Learner#,Learner#0000000010F86XCX6J1RMP63KZ,,$10.00,,,,,,,,5/4/2024,,,Internship,,,,,,,,,,,8/28/2024,August,Q3,,WorkItem#0000000010RDS20XNRW9NMPZXJ,,,,,
Learner#,Learner#0000000010F886QJ94HFPEQNEV,,$0.00,,,,,,,,6/29/2023,,,Course,,,,,,,,,,,,,,,,,,,,
Learner#6ca14518-2878-4135-adc1-06e6f0605e0b,Learner#0000000010F8F8YZ9R6218RB8Q,,,1010,Applied,,$0.00,,unpaid,TRUE,3/10/2025,3/10/2025,,,,,BDQU3FX,,,,,,,,3/22/2023,March,Q1,,,,,,,
